,Unnamed: 0,book_id,book_language,book_series_number,book_title,book_author,book_year,sentence_page,sentence_id,sentence_language,sentence_type,sentence_number,sentence_text,sentence_sentiment_score,sentence_lda,sentence_lda_scores
95,95,1,en,4.1,On Weaving,Anni Albers,1974,74,96,en,text,96,"In regard to general complexion: it should be quiet enough so as not to compete wirh any art work put on it or placed be­fore it; that us, it should be subservient, not dominating.",0,"['salon', 'respons', 'indic', 'chicago', 'phenomenon', 'regard']","[0.537, 0.513, 0.51, 0.436, 0.411, 0.406]"
96,96,1,en,4.1,On Weaving,Anni Albers,1974,74,97,en,text,97,"Taking these suggestions, we will be led to a definite choice of raw material of weave construction.",-0.115,"['industriell', 'knowledg', 'suggest', 'bath', 'definit', 'earlier']","[0.414, 0.399, 0.395, 0.374, 0.216, 0.209]"
97,97,1,en,4.1,On Weaving,Anni Albers,1974,74,98,en,text,98,"and of color, all interactive, as will be apparent.",-0.5,"['color', 'light', 'relationship']","[0.592, 0.557, 0.548]"
98,98,1,en,4.1,On Weaving,Anni Albers,1974,74,99,en,text,99,"Also these suggestions will be decisive in the question of formal treatment­ - whether to shoose checks or stripes, elaborate patterns or a uniform surface.",0.5,"['ail', 'logisch', 'surfac', 'small', 'eng', 'law']","[0.313, 0.256, 0.24, 0.236, 0.171, 0.16]"
99,99,1,en,4.1,On Weaving,Anni Albers,1974,74,100,en,text,100,An extension into the field of pictoriaI invention is ruled out here because of the supporting and not independent character the fabric is to have.,0.25,"['format', 'tempo', 'face', 'grad', 'care', 'horizont']","[0.412, 0.346, 0.313, 0.345, 0.313, 0.31]"
100,100,1,en,4.1,On Weaving,Anni Albers,1974,74,101,en,question,101,To go into further details : what in particular are the proposals that have come to us from the obect-to-be since its inception?,0.083,"['industriell', 'knowledg', 'suggest', 'curv', 'straight', 'free']","[0.362, 0.347, 0.343, 0.372, 0.334, 0.305]"
101,101,1,en,4.1,On Weaving,Anni Albers,1974,74,102,en,text,102,It has circumscribed the range of the raw material that might be suitable.,0.16,"['materi', 'later', 'lead', 'larg', 'english', 'turn']","[0.393, 0.325, 0.324, 0.387, 0.344, 0.324]"
102,102,1,en,4.1,On Weaving,Anni Albers,1974,74,103,en,text,103,"Wool, for instance, will have to be excluded as neither dust-repellent nor mothproof without special chemical treatment, while any fiber with a somewhat coated surface, such as linen or raffia or a strawlike synthetic fiber, might fit the requirements.",0.252,"['characterist', 'show', 'skill', 'small', 'eng', 'law']","[0.368, 0.357, 0.35, 0.336, 0.271, 0.26]"
103,103,1,en,4.1,On Weaving,Anni Albers,1974,74,104,en,text,104,Such a raw material also would have a certain stiffness and bulk that would pre­vent sagging and would help the fabric keep its shape.,-0.005,"['singl', 'tension', 'thought', 'color', 'light', 'relationship']","[0.336, 0.279, 0.276, 0.255, 0.22, 0.211]"
104,104,1,en,4.1,On Weaving,Anni Albers,1974,74,105,en,text,105,"However, without ad­ditional processing it would not be flame-retarding, should that be required, as it sometimes is in public buildings.",0,"['spiral', 'french', 'hold', 'ton', 'contain', 'flow']","[0.569, 0.567, 0.56, 0.358, 0.32, 0.299]"
105,105,1,en,4.1,On Weaving,Anni Albers,1974,74,106,en,text,106,As to weave construction: all specifi­cations point to a plain weave.,-0.214,"['number', 'weav', 'thread', 'point', 'look', 'histori']","[0.7, 0.694, 0.662, 0.329, 0.281, 0.251]"
106,106,1,en,4.1,On Weaving,Anni Albers,1974,74,107,en,text,107,"the simplest construction existent, which makes a somewhat stiff material, in contrast to a satin or a twill weave, which would result in a more pliable fabric not discribed here.",0.143,"['materi', 'later', 'lead', 'water', 'sprech', 'american']","[0.77, 0.702, 0.701, 0.363, 0.325, 0.311]"
107,107,1,en,4.1,On Weaving,Anni Albers,1974,74,108,en,text,108,"The plain weave also produces, in a balanced relationship of warp and weft, a more or less porous material specifically suited to take care of the nail-hole problem.",-0.167,"['number', 'weav', 'thread', 'grad', 'care', 'horizont']","[0.433, 0.427, 0.395, 0.319, 0.287, 0.284]"
108,108,1,en,4.1,On Weaving,Anni Albers,1974,74,109,en,question,109,"In addition, its use is a safeguard against the fabric's sagging or stretching out of shape, aided in this by the suggested raw materials",0,"['took', 'optic', 'problem', 'gut', 'bread', 'away']","[0.451, 0.399, 0.392, 0.451, 0.299, 0.218]"
109,109,1,en,4.1,On Weaving,Anni Albers,1974,74,110,en,text,110,which also are inelastic in character.,-0.231,[],[]
110,110,1,en,4.1,On Weaving,Anni Albers,1974,74,111,en,text,111,"It also is an economical weave using less yarn than most others, a consid­eration that is often vital.",0.078,"['number', 'weav', 'thread', 'complex', 'abstract', 'rule']","[0.351, 0.345, 0.313, 0.346, 0.342, 0.33]"
111,111,1,en,4.1,On Weaving,Anni Albers,1974,74,112,en,text,112,"Continuing in our attitude of attentive passiveness, we will also be guided in our choice of color.",0.4,"['passiv', 'rapid', 'respect', 'sein', 'roll', 'independ']","[0.199, 0.185, 0.172, 0.32, 0.222, 0.166]"
112,112,1,en,4.1,On Weaving,Anni Albers,1974,74,113,en,text,113,"For our response to color is spontaneous, passionate, and personal, and only in some respects subject to reasoning.",0.183,"['color', 'light', 'relationship', 'salon', 'respons', 'indic']","[0.29, 0.255, 0.246, 0.275, 0.251, 0.248]"
113,113,1,en,4.1,On Weaving,Anni Albers,1974,74,114,en,text,114,"We may choose a color hue- that is, its character as red or blue, for instance- quite autocratically.",0,"['point', 'look', 'histori', 'touch', 'believ', 'mention']","[0.339, 0.291, 0.261, 0.275, 0.258, 0.251]"
114,114,1,en,4.1,On Weaving,Anni Albers,1974,74,115,en,text,115,"However, in regard to color value - that is.",0,"['ail', 'logisch', 'surfac', 'chicago', 'phenomenon', 'regard']","[0.624, 0.567, 0.551, 0.348, 0.323, 0.318]"
115,115,1,en,4.1,On Weaving,Anni Albers,1974,74,116,en,text,116,"its degree of lightness or darkness- and also in regard to color in­tensity- that is, its vividness- we can be led by considerations other than exclusively by our feeling.",-0.125,"['grad', 'care', 'horizont', 'chicago', 'phenomenon', 'regard']","[0.239, 0.207, 0.204, 0.24, 0.215, 0.21]"
116,116,1,en,4.1,On Weaving,Anni Albers,1974,37,117,en,text,117,Th e Loom : 37 BIBLIOGRAPHY Alfred Barlow: The History and Principles of Weaving by Hamd and Power.,0,"['point', 'look', 'histori', 'heut', 'leg', 'research']","[0.464, 0.416, 0.386, 0.77, 0.449, 0.426]"
117,117,1,en,4.1,On Weaving,Anni Albers,1974,37,118,en,text,118,"Wendell C. Bennett and Junius B. Bird: Andean Culture History. New York, American Museum of Natural History handbook Series, 1960.",0.136,"['observ', 'lung', 'agricultur', 'museum', 'stuttgart', 'journal']","[0.238, 0.215, 0.208, 0.242, 0.214, 0.189]"
118,118,1,en,4.1,On Weaving,Anni Albers,1974,37,119,en,text,119,"Junius B. Bird: "" Before Heddles Were Invented.""",0,"['observ', 'lung', 'agricultur']","[0.589, 0.566, 0.559]"
119,119,1,en,4.1,On Weaving,Anni Albers,1974,37,120,en,text,120,"Junius B. Bird and Joy Mahler: ""America's Oldest Cotton Fabrics.""",0.8,"['observ', 'lung', 'agricultur', 'complex', 'abstract', 'rule']","[0.379, 0.356, 0.349, 0.345, 0.341, 0.329]"
120,120,1,en,4.1,On Weaving,Anni Albers,1974,37,121,en,text,121,"New York, Greenberg: Publisher, 1938.",0.136,"['york', 'art', 'press']","[0.65, 0.617, 0.572]"
121,121,1,en,4.1,On Weaving,Anni Albers,1974,37,122,en,text,122,M.D.C. Crawford: The Heritage of Cotton.,0,"['complex', 'abstract', 'rule']","[0.597, 0.593, 0.581]"
122,122,1,en,4.1,On Weaving,Anni Albers,1974,37,123,en,text,123,"New York and London, Pitman Publishing Corp., 1920.",0.136,"['london', 'frame', 'simpli', 'york', 'art', 'press']","[0.525, 0.455, 0.435, 0.348, 0.315, 0.27]"
123,123,1,en,4.1,On Weaving,Anni Albers,1974,37,124,en,text,124,"Luther Hooper: ""The Loom and Spindle.""",0,"['heut', 'leg', 'research']","[0.937, 0.616, 0.593]"
124,124,1,en,4.1,On Weaving,Anni Albers,1974,37,125,en,text,125,"H. Ling Roth: Studies in Primitive Looms. Halifax, England, Bankfield Mu­seum, 1950.",0,"['heut', 'leg', 'research', 'tag', 'precis', 'fundament']","[0.686, 0.365, 0.342, 0.355, 0.319, 0.318]"
125,125,1,en,4.1,On Weaving,Anni Albers,1974,37,126,en,text,126,"G. Schaefer: ""The Principle of the Loom.""",0,"['heut', 'leg', 'research']","[1.103, 0.782, 0.759]"
126,126,1,en,4.1,On Weaving,Anni Albers,1974,37,127,en,text,127,John Watson: The Theory and Practice of the Art of Weaving by Hand and Power.,0,"['arbeit', 'holland', 'georg', 'number', 'weav', 'thread']","[0.681, 0.313, 0.309, 0.351, 0.345, 0.313]"
127,127,1,en,4.1,On Weaving,Anni Albers,1974,37,128,en,text,128,"For a comprehensive bibliography on weaving in general and specifi­cally on hand-weaving techniques, see Florence House: Notes on Weaving Techniques.",0.05,"['motion', 'techniqu', 'view', 'number', 'weav', 'thread']","[0.296, 0.256, 0.241, 0.247, 0.241, 0.209]"
128,128,1,en,4.1,On Weaving,Anni Albers,1974,181,129,en,text,129,"Plate 99. Tapestry with leno weave. Anni Albers, 1950",0,"['plate', 'common', 'shap', 'materi', 'later', 'lead']","[0.435, 0.416, 0.396, 0.477, 0.409, 0.408]"
129,129,1,en,4.1,On Weaving,Anni Albers,1974,10,130,en,text,130,39· Arra ngemcm made by nature as contrast to arrangcmem made by design.,0,"['school', 'england', 'train', 'forc', 'america', 'contrast']","[0.341, 0.338, 0.328, 0.397, 0.338, 0.317]"
130,130,1,en,4.1,On Weaving,Anni Albers,1974,10,131,en,text,131,"41 Detail of ancient looped bag, Salta, northern Argentina.",0,"['point', 'look', 'histori', 'gothic', 'europ', 'late']","[0.464, 0.416, 0.386, 0.46, 0.45, 0.379]"
131,131,1,en,4.1,On Weaving,Anni Albers,1974,10,132,en,text,132,45. Mexico: Chiapas inlaid technique.,0,[],[]
132,132,1,en,4.1,On Weaving,Anni Albers,1974,10,133,en,text,133,"54. Stripes in satin weave, Egypto-Arabic, 10th- 12th cemury.",0,"['number', 'weav', 'thread', 'white', 'black', 'demand']","[0.351, 0.345, 0.313, 0.331, 0.327, 0.293]"
133,133,1,en,4.1,On Weaving,Anni Albers,1974,10,134,en,text,134,"55. Detail of striped cloth, United States, early 19th century.",0.1,"['fall', 'centuri', 'nineteenth', 'year', 'high', 'earli']","[0.554, 0.365, 0.359, 0.41, 0.363, 0.359]"
134,134,1,en,4.1,On Weaving,Anni Albers,1974,10,135,en,text,135,"57. Sound-absorbing wall material, with diagram indicating light reflection.",0.4,"['light', 'came', 'dung', 'sound', 'creativ', 'clear']","[0.593, 0.395, 0.376, 0.213, 0.189, 0.185]"
135,135,1,en,4.1,On Weaving,Anni Albers,1974,10,136,en,text,136,"Soumak technique, work of the Ainu, Japan.",0,"['motion', 'techniqu', 'view']","[0.801, 0.761, 0.746]"
136,136,1,en,4.1,On Weaving,Anni Albers,1974,99,137,en,text,137,"lnterlocking twill, developed from A and B.",-0.2,[],[]
137,137,1,en,4.1,On Weaving,Anni Albers,1974,99,138,en,text,138,Olfset twill. Herringbone or pointed twill. Twill pointed in warp and filling,0,"['number', 'weav', 'thread', 'deutsch', 'chamber', 'yield']","[0.435, 0.429, 0.397, 0.493, 0.394, 0.385]"
138,138,1,en,4.1,On Weaving,Anni Albers,1974,176,139,en,text,139,"Plate 94. Wall hanging, double weave.",0,"['hang', 'possibl', 'handl']","[0.633, 0.565, 0.563]"
139,139,1,en,4.1,On Weaving,Anni Albers,1974,63,140,en,text,140,"Tactile Sensibility 63 stimulus that may touch off our creative impulse, such as unformed material, material ""in the rough.""",-0.05,"['combin', 'narrow', 'heavi', 'power', 'rich', 'stone']","[0.306, 0.22, 0.216, 0.238, 0.23, 0.227]"
140,140,1,en,4.1,On Weaving,Anni Albers,1974,63,141,en,text,141,"Concrete substances and also colors per se, words, tones, volume, space, motion - these constitute raw material; and here we still have to add that to which our sense of touch responds- the surface quality of matter and its consistency and structure.",-0.04,"['depend', 'constant', 'qualiti', 'ail', 'logisch', 'surfac']","[0.32, 0.31, 0.31, 0.294, 0.237, 0.221]"
141,141,1,en,4.1,On Weaving,Anni Albers,1974,63,142,en,text,142,The very fact that terms for these tactile experi­ences are missing is significant.,0.2,"['idea', 'influenc', 'experiment', 'paint', 'million', 'accord']","[0.546, 0.543, 0.538, 0.335, 0.261, 0.253]"
142,142,1,en,4.1,On Weaving,Anni Albers,1974,63,143,en,text,143,For too long we have made too little use of the medium of tactility.,-0.119,"['land', 'need', 'question', 'effect', 'linear', 'take']","[0.386, 0.367, 0.353, 0.428, 0.336, 0.319]"
143,143,1,en,4.1,On Weaving,Anni Albers,1974,63,144,en,text,144,"Mati'e're is the word now usually understood to mean the surface appearance of material, such as grain, roughness or smoothness, dullness or gloss, etc., qualities of appearance that can be observed by touch and are consequently not concerned with Iightness or darkness.",-0.156,"['touch', 'believ', 'mention', 'combin', 'narrow', 'heavi']","[0.245, 0.228, 0.221, 0.293, 0.207, 0.203]"
144,144,1,en,4.1,On Weaving,Anni Albers,1974,63,145,en,text,145,"There seems to be no common word for the tactile perception of such properties of ma­terial, related to inner struture: as pliability, sponginess,brittleness, porousness, etc.",0.037,"['sourc', 'exist', 'anim', 'word', 'scientif', 'cast']","[0.318, 0.317, 0.306, 0.32, 0.292, 0.263]"
145,145,1,en,4.1,On Weaving,Anni Albers,1974,63,146,en,text,146,"Surface quality of material, that is, matiere, being mainly a quality of appearance, is an aesthetic quality and therefore a medium of the artist; while quality or inner structure is, above all, a matter of function and therefore the concern of the scientist and the engineer.",0.056,"['depend', 'constant', 'qualiti', 'ail', 'logisch', 'surfac']","[0.369, 0.359, 0.359, 0.286, 0.229, 0.213]"
146,146,1,en,4.1,On Weaving,Anni Albers,1974,63,147,en,text,147,"Sometimes material surface together with material structure are the main components of a work; in textile works, for instance.",0.167,"['materi', 'later', 'lead', 'extend', 'boundari', 'seal']","[0.512, 0.444, 0.443, 0.23, 0.219, 0.218]"
147,147,1,en,4.1,On Weaving,Anni Albers,1974,63,148,en,text,148,"specifically in weavings or, on another scale, in works of archi­tecture.",0,"['method', 'ide', 'instrument', 'number', 'weav', 'thread']","[0.679, 0.625, 0.584, 0.274, 0.268, 0.236]"
148,148,1,en,4.1,On Weaving,Anni Albers,1974,63,149,en,text,149,"Parallel to this overlapping of outer and inner characteristics in a work is the overlapping of artistic, scienttific, and technological interests on the part of the weaver or the architect.",0.111,"['industri', 'inner', 'experienc', 'parallel', 'seen', 'detail']","[0.568, 0.467, 0.459, 0.274, 0.267, 0.232]"
149,149,1,en,4.1,On Weaving,Anni Albers,1974,63,150,en,text,150,The pendulum of their work swings from art to industrial science.,0,"['industri', 'inner', 'experienc', 'studi', 'approach', 'consist']","[0.495, 0.394, 0.386, 0.467, 0.407, 0.397]"
150,150,1,en,4.1,On Weaving,Anni Albers,1974,63,151,en,text,151,"Structure, as related to function, needs our intellect to construct it or, analytically, to decipher it.",0,"['especi', 'task', 'composit', 'famili', 'caus', 'date']","[0.51, 0.486, 0.481, 0.384, 0.34, 0.337]"
151,151,1,en,4.1,On Weaving,Anni Albers,1974,63,152,en,text,152,"Matiere, on the other hand, is mainly non-func­tional, non-utilitarian, and in that respect, like color, it cannot be experi­enced intellectually.",0.114,"['link', 'chang', 'eighteenth', 'plane', 'assembl', 'mobil']","[0.395, 0.329, 0.317, 0.354, 0.301, 0.296]"
152,152,1,en,4.1,On Weaving,Anni Albers,1974,63,153,en,text,153,"It has to be approached, just like color , non-analytically, receptively.",0,"['effect', 'linear', 'take', 'especi', 'task', 'composit']","[0.722, 0.63, 0.613, 0.255, 0.231, 0.226]"
153,153,1,en,4.1,On Weaving,Anni Albers,1974,63,154,en,text,154,lt asks to be enjoyed and valued for no other reason than its intriguing performance of a play of surfaces.,0.288,"['ail', 'logisch', 'surfac', 'combin', 'narrow', 'heavi']","[0.384, 0.327, 0.311, 0.259, 0.173, 0.169]"
154,154,1,en,4.1,On Weaving,Anni Albers,1974,63,155,en,text,155,"But it takes sensibility to respond to matiere, as it does to respond to color.",0,"['effect', 'linear', 'take', 'vertic', 'horizont', 'sculptur']","[0.577, 0.485, 0.468, 0.294, 0.252, 0.248]"
155,155,1,en,4.1,On Weaving,Anni Albers,1974,63,156,en,text,156,"Just as only a trained eye and a receptive mind are able to discover meaning in the language of colors, so it takes these and in addition an acute sensitivity to tactile articulation to dis­cover meaning in that of matiere.",0.367,"['effect', 'linear', 'take']","[0.959, 0.867, 0.85]"
156,156,1,en,4.1,On Weaving,Anni Albers,1974,63,157,en,text,157,Thus the task today is to train this sensi­tivity in order to regain a faculty that once was so naturally ours.,0,"['especi', 'task', 'composit', 'object', 'pressur', 'suppli']","[0.386, 0.362, 0.357, 0.384, 0.348, 0.327]"
